Name,Age,Height_in_cms,Weight_in_kg,BP,Attacking,Skill,Movement,Power,Mentality,Defending,Goalkeeping,ST,CF,RW,CAM,CM,RM,CDM,RWB,CB,RB,OVA
A. Hartridge,21,182.88,69.3,LB,188,188,321,258,216,165,47,43,43,46,43,43,47,50,53,54,55,57
L. Jürgensen,22,193.04,81.45,CB,177,198,272,268,231,177,52,43,44,43,46,49,46,57,53,61,55,61
N. Patterson,18,177.8,65.7,RB,202,209,316,210,243,173,44,41,46,50,49,49,52,50,54,52,54,56
Pedro Amaral,22,177.8,71.55,LB,243,293,345,317,278,207,39,59,60,61,59,60,62,64,68,66,68,70
Salvi Sánchez,29,175.26,63.45,RM,303,343,412,300,294,115,44,65,70,72,71,66,73,55,60,46,57,74
R. Rúnarsson,25,185.42,75.60000000000001,GK,78,91,250,225,112,46,352,29,28,27,27,26,28,24,26,25,26,70
S. Makienok,29,200.66,93.15,ST,307,260,199,349,277,71,54,66,61,56,59,56,55,47,42,46,40,66
Eduardo Quaresma,18,185.42,75.60000000000001,CB,224,231,287,263,252,219,46,49,49,48,50,54,50,65,61,72,64,72
Lee Sang Ki,24,177.8,78.3,RM,274,247,362,345,311,172,39,61,63,64,63,62,65,61,64,58,62,64
M. Terrazzino,29,177.8,73.35000000000001,LM,312,339,360,286,302,85,58,63,68,69,69,65,69,54,56,45,52,70
I. Hutchinson,20,177.8,69.3,RM,249,277,355,303,253,137,45,57,60,61,60,58,61,52,55,48,54,58
R. Germain,25,182.88,74.25,ST,298,213,351,329,251,101,45,65,62,61,59,53,60,46,49,47,48,65
J. Fabri,26,182.88,79.2,GK,88,101,260,202,106,45,329,30,28,27,26,25,27,26,26,27,26,67
E. Andrada,29,193.04,82.35000000000001,GK,97,106,240,239,140,59,403,32,32,29,33,35,32,34,31,30,30,81
L. Koopmans,26,190.5,82.35000000000001,GK,87,113,223,207,127,34,331,29,29,27,29,30,28,28,24,26,24,67
C. Horgan,25,172.72,71.55,RB,222,253,329,256,277,178,59,49,53,55,55,56,58,59,60,59,60,62
Julio,18,177.8,69.3,ST,267,231,321,278,224,41,57,59,58,57,56,48,55,35,39,32,37,60
Y. Coulibaly,25,175.26,67.5,LWB,235,243,394,301,252,188,51,53,55,59,56,57,61,62,66,61,65,67
G. Donnarumma,21,195.57999999999998,89.10000000000001,GK,78,106,281,253,144,50,418,33,34,33,35,33,33,32,30,31,30,85
G. Donyoh,25,177.8,70.65,LM,315,299,401,337,246,67,51,67,67,69,66,57,68,44,51,39,48,67
E. Quiñones,31,172.72,77.4,RM,294,305,374,354,288,92,53,67,67,67,65,59,66,51,53,46,50,67
M. Bakker,20,185.42,73.35000000000001,CB,265,277,350,298,272,204,49,55,57,60,59,61,62,66,67,68,67,69
B. McKay,25,172.72,72.45,CAM,279,328,409,277,268,108,58,62,67,70,69,63,68,52,58,43,55,69
V. Loroña B,21,180.34,74.25,RB,276,287,367,280,283,198,44,57,59,62,60,61,64,65,67,67,67,69
V. Adeboyejo,22,177.8,62.550000000000004,ST,260,234,347,327,234,69,55,59,58,58,57,50,57,41,44,39,42,59
S. Klaiber,25,182.88,75.60000000000001,RB,319,332,362,397,342,219,70,69,70,69,70,71,71,73,74,73,74,76
N. Seiwald,19,177.8,69.3,CM,280,311,323,315,295,176,41,58,60,61,62,63,61,62,61,60,61,63
M. Bakalorz,30,180.34,77.4,CB,292,283,335,379,345,209,64,65,64,61,64,66,62,69,65,71,66,70
F. Gorriarán,25,167.64000000000001,67.5,CM,339,351,383,362,348,200,46,69,72,73,74,75,74,72,73,67,71,75
A. Diakhaby,23,182.88,73.35000000000001,ST,331,296,389,317,245,55,44,69,69,70,68,59,69,43,49,38,46,70
I. Marega,22,195.57999999999998,97.2,CDM,216,241,210,315,262,186,55,50,49,46,52,58,50,64,56,64,57,64
A. Hansen,30,187.96,86.4,GK,89,115,240,237,154,56,367,30,32,30,35,37,32,34,28,31,27,74
B. Vincent B,24,180.34,78.3,LB,250,281,332,328,312,191,47,56,58,59,59,61,62,64,66,65,66,67
Pepê,20,170.18,67.5,CAM,265,305,325,282,259,118,50,56,60,60,61,59,61,52,52,45,50,62
N. El Zhar,31,170.18,65.7,CAM,335,354,376,344,313,108,54,71,75,76,75,70,75,57,60,48,56,76
B. Celina,23,180.34,65.7,CAM,304,356,376,314,272,68,58,67,71,72,72,65,71,49,51,38,47,72
K. Chinen,25,177.8,72.45,ST,297,284,361,333,258,54,45,68,67,66,65,57,64,43,46,40,43,68
M. Roffo,20,182.88,80.55,GK,71,71,190,182,108,42,318,21,21,20,22,23,21,23,21,23,21,64
P. Pfeiffer,20,195.57999999999998,90.45,CB,221,202,252,258,209,192,56,46,44,44,43,46,45,57,55,64,57,64
M. Harris,21,182.88,74.25,CAM,246,263,317,291,236,130,50,55,57,57,58,55,57,49,50,46,49,55
M. Locatelli,22,180.34,69.3,CDM,337,357,308,348,343,231,59,67,69,69,72,75,71,77,74,74,74,78
S. Scougall,26,170.18,56.7,LM,290,290,368,324,302,131,48,62,65,67,66,64,68,60,61,53,58,65
R. González,26,175.26,77.4,CDM,261,292,310,312,300,190,60,58,60,60,62,65,62,67,64,66,64,65
S. Keita,19,172.72,66.60000000000001,CAM,275,267,344,256,234,73,48,60,62,64,63,56,63,43,46,36,43,63
L. Bryon,19,185.42,81.45,CB,199,188,271,246,225,168,47,45,45,45,46,48,47,54,53,56,54,57
J. Meneses,27,162.56,57.6,LM,309,315,402,336,287,105,52,68,71,73,71,65,73,54,58,46,55,74
F. Fragueda,19,190.5,77.4,GK,65,66,169,189,100,29,295,21,21,20,22,22,21,21,19,22,19,59
I. Voca,23,180.34,73.35000000000001,CDM,279,296,327,318,291,217,62,60,62,62,64,67,64,69,67,69,68,70
L. Kelly,24,162.56,73.35000000000001,CAM,295,338,378,280,291,176,70,60,64,66,67,66,66,61,63,54,62,66
L. Ramos,30,185.42,83.25,ST,327,279,328,359,298,83,56,70,67,65,66,59,63,49,47,48,45,70
A. Sienra,20,170.18,71.55,LB,248,253,345,279,250,183,51,52,54,57,55,56,59,59,62,60,62,64
S. Sarıoğlu,32,170.18,64.35000000000001,RWB,284,327,381,343,330,196,43,62,65,67,65,66,68,68,70,64,68,69
C. Chaplin,23,167.64000000000001,68.4,ST,304,316,392,341,265,106,65,68,68,68,67,61,66,50,54,46,52,68
N. Poulsen,26,180.34,78.3,CDM,260,314,318,320,320,201,56,56,60,60,62,66,64,70,68,68,67,71
Taison,32,172.72,74.25,LM,362,379,431,373,329,131,53,77,80,81,81,76,80,64,67,56,64,81
Fábio Vieira,20,175.26,62.550000000000004,CAM,290,333,337,278,236,91,48,61,65,65,66,62,65,48,50,39,47,66
N. Blandi,30,180.34,75.60000000000001,ST,354,303,331,385,291,90,68,73,69,67,66,63,66,53,54,50,52,73
J. Dompé,24,170.18,64.35000000000001,RM,321,372,384,345,284,107,50,65,69,71,69,65,70,54,57,46,54,71
Y. Stark,29,185.42,80.55,CDM,314,314,334,384,331,206,44,65,65,64,65,67,65,69,68,70,68,70
Yang Xu,33,187.96,79.2,ST,291,296,302,339,255,79,50,64,61,58,59,54,58,44,44,44,43,64
T. Hájek,28,187.96,76.5,CB,207,204,269,269,190,205,51,42,40,39,42,49,43,61,57,65,60,65
Rafinha,27,175.26,70.65,CAM,361,381,372,360,345,206,52,75,79,79,80,79,77,73,72,68,70,79
C. Haas,27,190.5,82.35000000000001,GK,68,68,169,173,85,34,306,22,21,19,21,23,21,22,19,21,19,62
L. Vigouroux,26,193.04,76.5,GK,96,85,241,205,98,45,310,26,25,25,24,23,26,24,25,24,24,62
E. List,23,175.26,73.35000000000001,RM,245,250,384,351,211,87,53,60,60,61,58,51,61,41,49,40,47,60
J. Cuffaut B,32,180.34,73.35000000000001,CB,261,281,351,325,287,202,49,54,56,58,57,61,61,67,68,68,68,68
M. Lopez,24,172.72,71.55,RB,258,267,364,306,311,183,49,58,59,58,60,61,60,63,62,61,63,64
E. Fernández,31,182.88,79.2,CB,263,222,309,260,265,205,49,55,53,53,54,59,55,68,64,70,66,70
B. Brereton,21,187.96,74.25,ST,309,283,365,295,292,115,57,67,66,67,65,59,66,52,56,50,55,67
B. Limbombe,19,172.72,72.45,LW,238,255,366,244,187,60,43,51,56,60,57,49,58,37,44,29,40,60
J. Roye,29,175.26,67.5,CAM,310,341,350,332,333,139,63,65,67,67,68,68,68,62,62,55,60,69
M. Niakhaté,24,190.5,85.5,CB,284,264,338,317,270,225,44,56,56,59,58,62,62,71,71,75,72,75
J. Pourtau,20,193.04,86.4,GK,59,66,155,190,99,39,308,18,17,15,18,21,17,22,18,21,18,62
C. Rentería,22,175.26,69.3,CDM,227,269,297,335,286,183,56,54,57,55,58,63,57,65,61,63,61,64
M. Gabbiadini,28,180.34,74.25,CF,359,375,331,355,298,65,44,75,76,74,74,67,73,50,51,43,47,75
M. Ali,19,182.88,77.4,ST,271,258,347,322,257,36,53,62,63,62,62,54,60,40,43,35,40,63
C. Gamboa,30,175.26,74.25,RB,278,322,409,349,317,197,56,61,64,66,65,65,68,66,69,66,68,70
J. Kerr,23,182.88,74.25,CB,236,262,320,329,281,202,65,55,54,53,55,58,56,64,61,68,62,68
Jaume,29,185.42,72.45,GK,107,115,307,249,130,54,387,32,32,32,33,32,34,32,33,30,33,78
Verza,33,180.34,77.4,CM,312,369,256,323,341,185,62,61,62,61,64,66,61,65,61,62,60,66
L. Edwards,23,190.5,79.2,CB,195,191,257,269,212,182,56,41,40,39,39,43,42,53,52,58,54,58
O. Pineda,24,170.18,62.550000000000004,CAM,312,344,412,350,335,193,56,68,72,73,73,72,73,69,71,63,69,74
S. Gigot,26,187.96,82.35000000000001,CB,285,260,327,311,316,234,59,57,57,59,59,65,62,74,72,78,74,78
J. Altidore,30,182.88,78.3,ST,335,332,319,370,329,73,63,74,71,68,69,63,66,52,49,50,47,74
N. Penneteau,39,185.42,77.4,GK,87,81,193,206,141,43,359,27,27,25,29,30,26,29,24,28,24,73
N. Pareja,34,180.34,73.35000000000001,CB,319,356,244,315,328,225,70,61,61,59,62,67,59,73,65,75,66,76
D. Warmerdam,24,180.34,65.7,LB,305,333,364,380,311,194,57,65,67,67,67,67,68,68,69,67,69,71
A. Zhirov,29,193.04,88.2,CB,213,190,238,282,256,210,51,45,41,40,41,47,43,62,57,71,60,71
F. Cuvelier,25,175.26,75.60000000000001,CAM,288,315,353,315,301,169,51,61,63,63,64,63,63,60,61,58,60,64
M. Sipľak,24,182.88,79.2,LWB,249,237,337,281,247,193,52,52,54,58,56,57,60,62,65,64,64,66
F. Beijmo,22,185.42,76.5,RB,231,267,361,307,233,189,37,53,53,56,53,54,58,60,65,63,65,67
K. Aktürkoğlu,21,172.72,70.65,CAM,279,298,376,276,248,114,47,62,66,67,66,59,66,48,53,41,51,67
N. Bishop,19,185.42,71.55,GK,66,87,174,183,91,40,314,21,21,20,22,23,21,23,20,21,19,63
S. Barreto,21,182.88,77.4,CB,197,188,292,286,236,194,59,45,44,43,43,47,45,58,57,64,60,64
R. Edwards,24,175.26,65.7,LM,289,289,365,307,294,179,50,60,62,64,63,61,64,60,62,60,62,65
J. Ward,30,187.96,82.35000000000001,RB,298,279,320,328,323,233,43,63,64,65,65,69,66,74,73,75,74,76
K. Bauernfeind,18,177.8,71.55,CAM,247,269,316,283,235,132,48,53,56,56,58,56,58,50,51,45,49,56
F. Helander,27,193.04,83.25,CB,205,233,256,294,254,223,56,48,46,44,46,51,46,64,59,72,62,72
I. Ilić,19,187.96,74.25,CAM,249,294,327,327,284,148,53,59,61,60,62,61,61,58,56,54,55,61
J. Malone,20,172.72,71.55,CAM,232,245,317,278,239,141,63,51,53,53,54,54,54,52,52,49,52,54
M. Kramer,31,195.57999999999998,79.2,ST,320,249,248,310,267,95,65,66,62,58,60,58,58,49,46,47,46,66
E. Lamela,28,182.88,79.2,RM,379,409,382,352,375,161,57,77,80,80,80,77,79,68,68,63,66,80
C. Daniels,32,177.8,74.25,LB,324,353,325,329,347,224,56,65,68,68,69,70,69,71,71,71,71,72
D. Longe-King,25,193.04,85.5,CB,177,168,261,260,193,157,46,38,36,37,37,41,40,50,49,55,51,55
J. Serra,22,193.04,86.4,ST,315,221,282,354,272,106,44,69,64,61,60,54,59,47,49,50,48,69
Melvin Parrela,20,187.96,87.3,CB,348,350,351,385,367,243,55,73,72,70,72,75,71,78,74,80,75,79
J. Monsario,35,185.42,82.35000000000001,CB,251,208,197,317,282,221,56,52,45,42,44,52,45,68,61,76,64,76
L. Yamaguchi,21,185.42,72.45,GK,66,80,164,163,89,31,320,21,21,19,21,23,20,22,19,19,18,63
Ferro,23,190.5,77.4,CB,231,254,274,346,304,234,49,58,57,53,57,65,57,74,67,77,69,77
J. Blackman,26,198.12,92.25,GK,104,96,187,213,108,42,340,27,25,23,26,27,24,26,22,25,21,69
J. Joronen,27,198.12,88.2,GK,78,83,248,194,129,47,366,29,28,26,27,27,27,27,26,27,26,75
M. El-Munir,28,177.8,75.60000000000001,LB,227,274,361,256,280,201,48,51,57,61,59,60,63,65,68,65,68,70
V. Vada,24,175.26,70.65,CM,332,362,351,327,338,197,58,67,70,70,71,72,71,71,70,67,68,72
A. Dzagoev,30,177.8,74.25,CM,351,368,365,357,360,210,63,72,75,74,75,75,74,72,72,70,72,76
C. Antwi,20,170.18,67.5,LB,244,249,397,288,261,162,54,54,56,59,57,55,59,57,60,58,60,62
Mário Rui,29,170.18,66.60000000000001,LB,293,358,418,375,332,221,49,61,67,70,70,72,73,74,78,71,77,79
Y. Mulumbu,33,175.26,75.60000000000001,CM,286,300,309,333,316,196,69,64,65,63,65,67,64,67,64,67,64,67
Camarasa,26,182.88,76.5,CM,339,366,336,373,363,211,53,72,74,73,74,75,73,73,71,70,70,75
O. Kabak,20,185.42,85.5,CB,239,276,349,307,286,230,44,57,59,58,61,65,61,73,67,77,69,77
Pedro Augusto,23,180.34,70.65,CDM,245,283,315,298,277,193,52,54,56,56,59,62,59,63,60,62,61,62
W. Cartagena,25,180.34,76.5,CDM,250,297,332,340,283,181,58,56,58,58,60,62,60,64,62,63,62,65
D. Kiki,25,180.34,75.60000000000001,LWB,277,270,326,317,265,177,60,57,57,59,57,58,60,61,63,62,62,63
S. Hakšabanovič,21,172.72,73.35000000000001,CAM,295,343,375,330,269,80,53,65,70,71,71,65,70,50,54,40,50,71
David López,30,182.88,80.55,CB,317,303,279,353,336,229,54,66,66,63,67,71,65,75,70,77,71,76
F. Lepore,34,177.8,71.55,RB,279,304,350,316,301,165,48,58,60,62,61,61,63,61,64,58,63,65
Ryang Yong Gi,38,172.72,71.55,CAM,284,323,256,267,266,105,63,57,60,60,62,62,59,52,50,45,47,60
F. Navarro,20,170.18,68.4,CDM,268,285,331,281,316,197,47,57,61,62,63,64,63,66,65,63,65,64
J. Christjansen,31,182.88,74.25,CM,299,284,344,349,328,174,49,65,65,64,65,66,66,65,64,64,64,67
M. Sündermann,22,185.42,78.3,GK,53,64,222,221,74,26,287,23,20,19,20,19,20,19,19,21,19,58
A. Meroni,22,187.96,79.2,CB,216,183,283,316,252,193,60,48,44,43,43,47,45,58,56,65,58,66
Ricardo Bueno,27,185.42,81.45,ST,303,296,342,318,263,73,60,65,65,64,62,56,62,46,48,44,47,65
D. Iorfa,25,193.04,77.4,CB,261,244,329,269,289,212,52,58,59,61,59,61,63,68,69,71,70,71
L. Meisl,21,182.88,79.2,CB,191,194,270,289,217,196,44,42,42,42,44,50,44,60,56,65,59,65
M. Minchev,19,182.88,77.4,CAM,267,268,357,285,267,76,52,60,63,63,62,55,62,44,49,37,46,63
M. Urruti,29,182.88,74.25,CF,308,326,362,341,326,169,53,67,69,68,69,68,68,64,64,60,63,69
M. Vázquez,25,175.26,70.65,CAM,244,283,361,279,223,131,53,57,61,62,63,59,61,50,51,45,49,64
M. Moreno,26,172.72,64.35000000000001,CAM,305,377,430,347,330,169,52,69,75,76,76,75,76,68,69,60,67,75
F. Andrada,26,180.34,75.60000000000001,ST,308,314,348,365,266,65,46,67,66,65,66,60,65,47,49,41,46,67
A. Chalá,24,177.8,69.3,LB,255,252,381,304,315,194,44,59,61,62,61,60,64,63,66,64,67,69
B. Jones,38,193.04,86.4,GK,86,83,235,244,137,43,352,31,30,28,28,27,30,28,29,29,29,72
S. Gularte,30,180.34,77.4,ST,284,243,336,344,218,75,53,66,63,61,61,54,60,43,44,41,42,66
A. Mooy,29,172.72,71.55,CM,338,375,345,371,365,213,54,69,73,73,75,76,74,75,73,70,71,76
S. Uçan,26,182.88,71.55,CAM,339,350,350,326,341,187,48,69,71,70,71,70,69,67,66,65,66,70
S. Dursun,28,190.5,79.2,ST,328,305,311,327,288,81,51,72,69,66,65,58,64,47,47,46,45,72
J. Bořil,29,175.26,74.25,LB,331,323,386,368,350,227,51,68,69,70,70,72,73,76,76,76,76,78
G. Gardner,28,185.42,81.45,CM,343,352,288,364,338,192,59,66,65,64,65,69,66,69,67,67,67,69
S. Brown,35,175.26,79.2,CDM,286,310,335,372,328,227,57,62,63,63,65,68,64,74,71,73,70,75
L. Vácha,30,175.26,71.55,CDM,301,334,342,345,328,189,33,60,62,63,64,65,63,66,64,65,64,67
Y. Larouci,19,175.26,68.4,LB,246,261,343,286,258,171,42,55,57,59,57,55,59,56,59,57,59,61
S. Davis,27,182.88,74.25,CM,317,354,347,347,318,196,47,65,67,67,68,69,69,69,69,67,68,69
Hélton Celanova,28,180.34,91.35000000000001,ST,339,304,297,373,287,41,61,72,69,65,68,62,63,46,43,41,40,72
R. Smallwood,29,180.34,71.55,CDM,286,276,310,326,312,195,58,59,58,58,59,61,59,65,64,66,64,66
Reynaldo,23,185.42,83.25,LB,220,239,322,241,249,188,62,47,48,52,48,50,54,56,60,58,61,63
B. Verstraete,26,175.26,60.300000000000004,CDM,300,337,355,361,355,210,61,63,65,65,66,69,67,71,71,70,71,72
Jonatan Soriano,34,180.34,71.55,CAM,346,383,335,349,331,71,43,71,72,71,73,68,70,54,53,47,49,71
S. Feghouli,30,175.26,74.25,RM,348,368,402,358,330,93,48,74,78,79,78,72,78,57,61,49,57,79
C. Coady,27,185.42,79.2,CDM,327,347,275,362,335,235,53,63,65,64,68,75,67,79,73,77,73,79
Diego,30,172.72,72.45,CAM,363,419,385,350,329,96,45,71,76,78,78,74,78,59,60,48,56,79
Matheus Fernandes,22,182.88,70.65,CM,296,325,334,367,305,202,50,65,66,65,66,68,66,68,67,68,67,68
G. Garza,28,172.72,67.5,LB,295,318,353,321,330,202,47,62,64,65,65,65,66,67,67,68,67,69
D. Ndoye,19,182.88,77.4,RM,295,292,358,291,265,83,61,63,64,65,63,56,64,45,49,41,47,65
Félix Correia,19,177.8,71.55,RM,272,307,388,284,246,98,48,61,64,66,64,57,65,47,51,42,49,66
Milson,20,175.26,60.300000000000004,RM,264,305,368,256,248,96,51,57,62,64,63,57,64,47,51,40,48,65
F. Jensen,22,182.88,79.2,CAM,334,314,340,350,292,162,35,69,71,71,71,68,70,61,62,58,60,71
S. Bain,28,180.34,83.25,GK,107,135,311,245,162,40,355,34,37,36,41,40,37,36,31,31,30,72
M. Pack,29,187.96,73.35000000000001,CDM,321,351,294,373,335,202,53,65,65,65,67,72,67,72,69,70,68,73
Y. Shakhov,29,187.96,80.55,CAM,317,335,314,337,317,192,49,69,70,68,71,70,68,68,65,66,65,71
B. Turgott,26,182.88,64.35000000000001,LM,265,276,349,266,232,54,56,58,60,62,59,53,61,42,47,36,44,62
Oh Se Hun,21,193.04,84.15,ST,267,203,305,323,268,90,50,64,60,56,56,50,54,44,42,48,42,64
V. Bojinov,33,180.34,71.55,ST,333,337,343,357,273,54,56,68,68,67,66,59,66,46,48,41,44,69
D. Hamann,36,187.96,75.60000000000001,CB,270,288,212,330,344,198,56,51,51,50,59,61,53,65,58,67,62,61
M. Piccinocchi,24,172.72,66.60000000000001,CAM,270,281,345,302,298,168,52,57,59,59,61,61,60,61,59,59,58,62
T. Boni,20,185.42,83.25,CB,212,232,280,267,223,178,60,47,47,47,49,51,49,57,53,58,54,58
E. Oti Essigba,22,172.72,72.45,LW,275,288,421,306,231,98,50,59,61,63,61,55,63,46,52,43,51,63
M. Marega,29,185.42,82.35000000000001,ST,363,277,371,415,337,113,56,78,74,73,70,65,72,56,59,56,57,79
O. Kamara,30,182.88,70.65,ST,338,305,364,376,317,78,47,73,72,70,69,63,69,52,53,49,50,73
S. Kowalczyk,21,170.18,61.65,RM,277,292,406,272,275,132,51,60,64,66,65,61,67,52,57,44,54,68
W. Orban,27,185.42,86.4,CB,261,227,277,309,284,241,58,53,51,50,53,59,53,72,66,79,69,79
N. Miatke,30,177.8,75.60000000000001,LM,272,321,383,319,281,186,58,59,61,63,61,60,64,62,65,62,65,65
W. Barrios,26,177.8,73.35000000000001,CDM,250,262,372,343,321,240,71,58,63,64,66,70,68,78,76,78,76,79
E. Viviano,34,195.57999999999998,89.10000000000001,GK,91,107,198,224,119,49,367,28,30,27,32,33,29,29,24,25,23,74
Lúcio,35,187.96,85.5,CB,283,301,265,347,340,227,44,60,61,56,61,64,58,70,65,76,69,76
J. Zúñiga,31,172.72,71.55,RM,326,362,407,353,341,211,48,69,72,74,73,71,74,71,73,69,72,73
Y. Sommer,31,182.88,78.3,GK,84,96,299,262,162,40,423,33,34,32,36,37,34,34,31,29,30,86
V. Moses B,29,177.8,76.5,RM,353,369,383,356,354,219,56,73,75,76,75,75,76,74,76,72,75,78
Mattheus Oliveira,25,182.88,75.60000000000001,CAM,327,359,328,304,310,159,49,66,68,68,70,68,67,62,60,58,59,70
K. Tønnessen,22,182.88,75.60000000000001,LB,225,227,317,273,253,179,56,50,51,53,52,53,54,57,59,59,60,62
P. Cucchi,26,177.8,77.4,ST,324,298,374,344,296,101,51,70,70,69,68,63,69,52,54,49,52,71
C. Kouamé,22,185.42,69.3,ST,345,301,373,358,296,108,55,75,74,73,72,64,71,54,57,53,55,75
C. Omoigui,25,182.88,73.35000000000001,ST,285,248,369,342,232,60,61,64,63,63,60,51,61,40,45,39,43,64
Zubiaurre,23,190.5,79.2,GK,68,67,189,191,108,35,329,25,25,22,25,24,23,22,20,22,20,67
S. Zuber,28,182.88,80.55,CAM,343,364,364,377,359,210,60,74,75,75,75,74,74,73,74,72,73,74
M. Thompson,18,177.8,74.25,ST,278,239,314,292,238,63,51,61,59,58,57,51,56,40,42,38,40,61
Ricardo Costa,39,182.88,79.2,CB,229,200,285,308,296,223,57,51,49,47,49,52,48,64,59,73,61,73
A. Al Khaibari,23,175.26,65.7,CDM,248,260,333,321,278,192,55,55,58,58,59,62,60,65,64,64,64,66
K. Kronholm,34,187.96,82.35000000000001,GK,80,99,208,231,124,27,341,28,30,27,33,34,30,30,25,25,23,70
M. Muñoz,37,185.42,79.2,GK,89,96,229,199,117,39,347,26,26,25,27,28,26,28,25,27,25,71
H. Ouro-Sama,22,185.42,73.35000000000001,CB,209,213,298,276,224,203,37,45,45,45,46,50,47,59,57,64,60,64
W. McDonald,23,175.26,76.5,RM,260,277,372,307,237,103,55,59,61,63,61,56,63,48,52,43,50,64
T. Badaloni,20,185.42,81.45,ST,281,239,285,317,224,63,54,60,59,58,58,52,56,40,42,38,40,60
Fernández B,28,170.18,64.35000000000001,RB,235,267,407,310,282,187,58,54,56,59,56,57,62,62,68,62,67,68
R. Ghoochannejhad,32,180.34,75.60000000000001,ST,317,302,344,318,280,119,54,67,67,66,67,61,65,52,53,49,51,67
D. Chará,34,172.72,67.5,CDM,285,338,382,360,354,219,56,66,68,67,70,72,69,74,72,71,72,75
S. Fielding,21,185.42,77.4,CB,157,142,292,261,185,159,47,37,34,35,33,34,36,44,46,53,49,53
J. Vollert,22,185.42,82.35000000000001,CB,243,268,292,307,262,187,55,52,53,53,55,57,55,61,59,63,59,63
D. Simpson,32,175.26,79.2,CB,276,265,325,287,331,229,58,54,58,59,61,64,61,70,68,74,69,70
W. Tomlinson,22,177.8,73.35000000000001,CDM,269,288,357,336,306,175,51,58,59,60,60,60,61,62,62,62,62,60
F. Roncaglia,33,177.8,75.60000000000001,CB,269,312,319,364,293,228,65,60,60,60,61,66,61,71,69,73,70,73
Bryan Gil,19,175.26,64.35000000000001,CAM,284,303,344,249,216,76,49,59,64,65,64,56,63,42,47,34,43,65
B. Johnson,33,175.26,69.3,CB,328,323,287,381,363,200,50,67,65,63,63,66,63,68,65,70,65,69
M. Marić,36,187.96,82.35000000000001,CB,253,260,220,308,313,196,54,54,50,46,49,55,47,63,56,66,58,66
M. Albæk,30,182.88,76.5,CDM,307,332,310,330,323,183,52,62,63,63,65,67,64,66,64,63,63,67
O. Camara,17,198.12,91.35000000000001,CDM,237,270,253,299,257,158,39,53,53,51,54,56,53,58,54,57,53,59
R. Tongyik,23,185.42,79.2,CB,186,200,275,285,183,164,56,45,45,45,45,47,47,55,54,60,55,60
R. Shindo,24,182.88,73.35000000000001,CB,280,232,311,317,280,204,43,61,59,57,59,61,58,67,63,69,64,69
M. Mills,32,190.5,81.45,CB,222,213,252,293,257,189,51,47,44,43,46,51,45,60,54,64,56,65
R. Josipović,19,187.96,81.45,GK,68,92,193,188,85,29,290,22,21,20,24,25,22,24,20,22,20,59
D. Barinov,23,177.8,71.55,CDM,285,295,345,342,325,221,51,65,66,64,67,70,65,74,70,72,70,75
O. Fernandez,21,175.26,69.3,RM,265,287,354,287,251,136,58,58,61,62,61,59,62,53,55,50,54,63
A. Al Sulayhim,26,170.18,62.550000000000004,CAM,278,338,395,323,300,184,57,62,66,67,67,67,67,65,66,62,65,67
Léo Jardim,25,187.96,73.35000000000001,GK,81,95,244,220,147,41,353,29,31,28,31,31,29,28,27,26,26,72
Gao Jiarun,25,182.88,72.45,CB,194,225,325,293,280,159,56,51,53,53,54,54,54,55,54,57,55,57
A. Frías,22,185.42,80.55,CB,212,200,267,287,238,197,59,46,43,43,44,48,45,60,57,66,59,66
M. Sprocati,26,172.72,74.25,CAM,290,301,355,287,232,64,48,64,67,68,68,61,67,44,48,34,43,68
R. Benatelli,28,180.34,81.45,CM,283,322,323,363,316,175,48,61,64,64,65,67,65,66,65,61,63,67
D. Biseswar,32,175.26,78.3,CAM,325,394,376,340,293,89,56,69,74,75,75,70,74,55,56,45,51,75
D. Islamović,26,190.5,86.4,ST,296,301,311,367,279,63,57,67,65,62,64,60,61,49,48,43,45,67
A. Corryn,26,177.8,72.45,CDM,238,264,346,265,285,204,51,52,57,59,60,63,62,68,68,66,67,69
M. Ntelo,19,182.88,76.5,ST,233,225,354,304,225,42,56,58,57,56,54,46,54,35,38,35,37,58
R. ten Hove,22,193.04,74.25,GK,69,79,163,161,66,38,301,21,20,19,20,21,20,22,19,21,19,63
W. Grigg,28,180.34,69.3,ST,289,254,342,345,264,83,59,65,63,61,61,55,59,45,46,44,44,65
Figo,35,180.34,74.25,CF,293,325,218,296,319,68,72,77,77,81,79,76,81,70,62,50,58,78
A. Mejía,31,177.8,78.3,CDM,208,238,298,330,314,205,50,51,55,55,58,63,58,69,65,67,65,70
José Arnáiz,25,175.26,69.3,ST,331,307,373,320,267,111,64,70,70,70,68,62,69,52,55,47,53,70
A. Trebel,29,175.26,73.35000000000001,CM,313,366,359,356,357,210,61,66,71,71,72,73,71,73,71,68,69,73
J. St. Juste,23,182.88,73.35000000000001,CB,314,287,382,350,330,219,59,68,69,70,69,70,71,73,74,74,74,74
M. Benítez,22,172.72,76.5,LM,288,308,355,333,333,181,56,64,65,66,65,64,66,62,64,62,63,65
Santamaría,35,182.88,74.25,GK,89,88,270,234,125,38,338,29,26,25,25,23,25,24,25,27,25,69
K. Berkoe,17,177.8,64.35000000000001,LB,149,159,312,205,218,135,44,38,41,43,40,37,44,41,48,45,48,49
